agent_a_type,agent_b_llm_size,test_case_key,persona_key,speech_performance_band,run_type,configured_tts_engine,configured_asr_engine,asr_beam_size,generated_conditions,valid_conditions,invalid_conditions,agent_b_models
userlm,small,airport_connection,crowd_averse_rider,nominal,text_only,piper,vosk,11,4,4,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,airport_connection,delay_sensitive_traveler,challenging,audio_variant,piper,faster_whisper,6,4,0,4,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,airport_connection,delay_sensitive_traveler,challenging,text_only,piper,faster_whisper,6,4,0,4,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,airport_connection,focused_commuter,ceiling,audio_variant,piper,faster_whisper,16,4,0,4,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,airport_connection,focused_commuter,ceiling,audio_variant,piper,vosk,16,4,0,4,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,airport_connection,focused_commuter,ceiling,text_only,piper,faster_whisper,16,4,0,4,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,airport_connection,focused_commuter,ceiling,text_only,piper,vosk,16,4,0,4,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,airport_connection,risk_averse_novice,floor,audio_variant,piper,vosk,1,4,0,4,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,airport_connection,risk_averse_novice,floor,text_only,piper,vosk,1,4,0,4,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,crowded_event_exit,crowd_averse_rider,nominal,audio_variant,piper,vosk,11,4,4,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,crowded_event_exit,crowd_averse_rider,nominal,text_only,piper,vosk,11,4,4,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,crowded_event_exit,delay_sensitive_traveler,challenging,audio_variant,piper,faster_whisper,6,4,4,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,crowded_event_exit,delay_sensitive_traveler,challenging,text_only,piper,faster_whisper,6,4,4,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,crowded_event_exit,focused_commuter,ceiling,audio_variant,piper,faster_whisper,16,4,4,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,crowded_event_exit,focused_commuter,ceiling,text_only,piper,faster_whisper,16,4,4,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,crowded_event_exit,risk_averse_novice,floor,audio_variant,piper,vosk,1,4,4,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,crowded_event_exit,risk_averse_novice,floor,text_only,piper,vosk,1,4,4,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,midday_transfer,crowd_averse_rider,nominal,audio_variant,piper,vosk,11,4,4,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,midday_transfer,crowd_averse_rider,nominal,text_only,piper,vosk,11,4,4,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,midday_transfer,delay_sensitive_traveler,challenging,audio_variant,piper,vosk,6,4,4,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,midday_transfer,delay_sensitive_traveler,challenging,text_only,piper,vosk,6,4,4,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,midday_transfer,focused_commuter,ceiling,audio_variant,piper,faster_whisper,16,4,4,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,midday_transfer,focused_commuter,ceiling,audio_variant,piper,vosk,16,4,4,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,midday_transfer,focused_commuter,ceiling,text_only,piper,faster_whisper,16,4,4,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,midday_transfer,focused_commuter,ceiling,text_only,piper,vosk,16,4,4,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,midday_transfer,risk_averse_novice,floor,audio_variant,piper,vosk,1,4,4,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,midday_transfer,risk_averse_novice,floor,text_only,piper,vosk,1,4,4,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,morning_peak_cross_city,crowd_averse_rider,ceiling,audio_variant,piper,vosk,16,4,4,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,morning_peak_cross_city,crowd_averse_rider,ceiling,text_only,piper,vosk,16,4,4,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,morning_peak_cross_city,crowd_averse_rider,challenging,audio_variant,piper,vosk,6,4,4,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,morning_peak_cross_city,crowd_averse_rider,challenging,text_only,piper,vosk,6,4,4,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,morning_peak_cross_city,crowd_averse_rider,floor,audio_variant,piper,vosk,1,4,4,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,morning_peak_cross_city,crowd_averse_rider,floor,text_only,piper,vosk,1,4,4,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,morning_peak_cross_city,crowd_averse_rider,nominal,audio_variant,piper,faster_whisper,11,4,0,4,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,morning_peak_cross_city,crowd_averse_rider,nominal,text_only,piper,faster_whisper,11,4,0,4,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,morning_peak_cross_city,delay_sensitive_traveler,ceiling,audio_variant,piper,vosk,16,4,4,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,morning_peak_cross_city,delay_sensitive_traveler,ceiling,text_only,piper,vosk,16,4,4,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,morning_peak_cross_city,delay_sensitive_traveler,challenging,audio_variant,piper,vosk,6,4,4,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,morning_peak_cross_city,delay_sensitive_traveler,challenging,text_only,piper,vosk,6,4,4,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,morning_peak_cross_city,delay_sensitive_traveler,floor,audio_variant,piper,vosk,1,4,4,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,morning_peak_cross_city,delay_sensitive_traveler,floor,text_only,piper,vosk,1,4,4,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,morning_peak_cross_city,delay_sensitive_traveler,nominal,audio_variant,piper,vosk,11,4,4,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,morning_peak_cross_city,delay_sensitive_traveler,nominal,text_only,piper,vosk,11,4,4,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,morning_peak_cross_city,focused_commuter,ceiling,audio_variant,piper,vosk,16,52,52,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,morning_peak_cross_city,focused_commuter,ceiling,text_only,piper,vosk,16,52,52,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,morning_peak_cross_city,focused_commuter,challenging,audio_variant,piper,vosk,6,4,4,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,morning_peak_cross_city,focused_commuter,challenging,text_only,piper,vosk,6,4,4,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,morning_peak_cross_city,focused_commuter,floor,audio_variant,piper,vosk,1,4,4,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,morning_peak_cross_city,focused_commuter,floor,text_only,piper,vosk,1,4,4,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,morning_peak_cross_city,focused_commuter,nominal,audio_variant,piper,faster_whisper,11,4,4,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,morning_peak_cross_city,focused_commuter,nominal,text_only,piper,faster_whisper,11,4,4,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,morning_peak_cross_city,risk_averse_novice,ceiling,audio_variant,piper,vosk,16,4,4,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,morning_peak_cross_city,risk_averse_novice,ceiling,text_only,piper,vosk,16,4,4,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,morning_peak_cross_city,risk_averse_novice,challenging,audio_variant,piper,vosk,6,4,4,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,morning_peak_cross_city,risk_averse_novice,challenging,text_only,piper,vosk,6,4,4,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,morning_peak_cross_city,risk_averse_novice,floor,audio_variant,piper,faster_whisper,1,4,0,4,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,morning_peak_cross_city,risk_averse_novice,floor,text_only,piper,faster_whisper,1,4,0,4,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,morning_peak_cross_city,risk_averse_novice,nominal,audio_variant,piper,vosk,11,4,4,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
userlm,small,morning_peak_cross_city,risk_averse_novice,nominal,text_only,piper,vosk,11,4,4,0,HuggingFaceTB/SmolLM2-1.7B-Instruct;HuggingFaceTB/SmolLM2-360M-Instruct;Qwen/Qwen2.5-0.5B-Instruct;TinyLlama/TinyLlama-1.1B-Chat-v1.0
